7.722222222000000613e+01, 1.346910000000000082e+03
1.711111111000000164e+02, 2.984519999999999982e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.581111111000000164e+02, 2.757774000000000342e+03
1.646111111000000164e+02, 2.871146999999999935e+03
7.000000000000000000e+01, 1.220940000000000055e+03
1.978333333000000209e+02, 3.450609000000000378e+03
1.581111111000000164e+02, 2.757774000000000342e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.162222222000000045e+02, 2.027147999999999911e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.162222222000000045e+02, 2.027147999999999911e+03
1.906111111000000164e+02, 3.324639000000000124e+03
8.227777777999999387e+01, 1.435088999999999942e+03
1.234444444000000090e+02, 2.153117999999999938e+03
8.227777777999999387e+01, 1.435088999999999942e+03
1.805000000000000000e+02, 3.148280999999999949e+03
1.646111111000000164e+02, 2.871146999999999935e+03
1.162222222000000045e+02, 2.027147999999999911e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.978333333000000209e+02, 3.450609000000000378e+03
1.205555555999999910e+02, 2.102730000000000018e+03
7.000000000000000000e+01, 1.220940000000000055e+03
1.978333333000000209e+02, 3.450609000000000378e+03
1.978333333000000209e+02, 3.450609000000000378e+03
9.744444443999999805e+01, 1.699625999999999976e+03
8.661111110999999596e+01, 1.510671000000000049e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.335555555999999910e+02, 2.329476000000000113e+03
7.000000000000000000e+01, 1.220940000000000055e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.978333333000000209e+02, 3.450609000000000378e+03
1.292222222000000045e+02, 2.253893999999999778e+03
1.646111111000000164e+02, 2.871146999999999935e+03
1.581111111000000164e+02, 2.757774000000000342e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.292222222000000045e+02, 2.253893999999999778e+03
8.227777777999999387e+01, 1.435088999999999942e+03
1.292222222000000045e+02, 2.253893999999999778e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.805000000000000000e+02, 3.148280999999999949e+03
8.227777777999999387e+01, 1.435088999999999942e+03
1.111666667000000075e+02, 1.938969000000000051e+03
1.978333333000000209e+02, 3.450609000000000378e+03
9.744444443999999805e+01, 1.699625999999999976e+03
1.436666666999999791e+02, 2.505833999999999833e+03
9.744444443999999805e+01, 1.699625999999999976e+03
7.000000000000000000e+01, 1.220940000000000055e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.978333333000000209e+02, 3.450609000000000378e+03
1.646111111000000164e+02, 2.871146999999999935e+03
9.744444443999999805e+01, 1.699625999999999976e+03
8.661111110999999596e+01, 1.510671000000000049e+03
1.205555555999999910e+02, 2.102730000000000018e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.646111111000000164e+02, 2.871146999999999935e+03
9.744444443999999805e+01, 1.699625999999999976e+03
1.646111111000000164e+02, 2.871146999999999935e+03
1.436666666999999791e+02, 2.505833999999999833e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.025000000000000000e+02, 1.787805000000000064e+03
8.227777777999999387e+01, 1.435088999999999942e+03
8.227777777999999387e+01, 1.435088999999999942e+03
1.378888888999999836e+02, 2.405057999999999993e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.205555555999999910e+02, 2.102730000000000018e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.436666666999999791e+02, 2.505833999999999833e+03
9.744444443999999805e+01, 1.699625999999999976e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.501666666999999791e+02, 2.619207000000000335e+03
1.068333332999999925e+02, 1.863387000000000171e+03
1.978333333000000209e+02, 3.450609000000000378e+03
9.383333333000000209e+01, 1.636641000000000076e+03
1.646111111000000164e+02, 2.871146999999999935e+03
1.436666666999999791e+02, 2.505833999999999833e+03
1.162222222000000045e+02, 2.027147999999999911e+03
1.711111111000000164e+02, 2.984519999999999982e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.335555555999999910e+02, 2.329476000000000113e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.906111111000000164e+02, 3.324639000000000124e+03
9.744444443999999805e+01, 1.699625999999999976e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.581111111000000164e+02, 2.757774000000000342e+03
9.022222222000000613e+01, 1.573655999999999949e+03
7.000000000000000000e+01, 1.220940000000000055e+03
1.335555555999999910e+02, 2.329476000000000113e+03
1.025000000000000000e+02, 1.787805000000000064e+03
9.744444443999999805e+01, 1.699625999999999976e+03
1.805000000000000000e+02, 3.148280999999999949e+03
1.436666666999999791e+02, 2.505833999999999833e+03
8.661111110999999596e+01, 1.510671000000000049e+03
1.111666667000000075e+02, 1.938969000000000051e+03
9.022222222000000613e+01, 1.573655999999999949e+03
1.906111111000000164e+02, 3.324639000000000124e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.205555555999999910e+02, 2.102730000000000018e+03
9.744444443999999805e+01, 1.699625999999999976e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.162222222000000045e+02, 2.027147999999999911e+03
1.978333333000000209e+02, 3.450609000000000378e+03
1.978333333000000209e+02, 3.450609000000000378e+03
1.711111111000000164e+02, 2.984519999999999982e+03
7.722222222000000613e+01, 1.346910000000000082e+03
7.000000000000000000e+01, 1.220940000000000055e+03
7.433333333000000209e+01, 1.296521999999999935e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.234444444000000090e+02, 2.153117999999999938e+03
9.022222222000000613e+01, 1.573655999999999949e+03
9.383333333000000209e+01, 1.636641000000000076e+03
1.292222222000000045e+02, 2.253893999999999778e+03
1.292222222000000045e+02, 2.253893999999999778e+03
1.501666666999999791e+02, 2.619207000000000335e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.162222222000000045e+02, 2.027147999999999911e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.378888888999999836e+02, 2.405057999999999993e+03
1.205555555999999910e+02, 2.102730000000000018e+03
1.581111111000000164e+02, 2.757774000000000342e+03
1.292222222000000045e+02, 2.253893999999999778e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.768888888999999836e+02, 3.085295999999999822e+03
1.711111111000000164e+02, 2.984519999999999982e+03
1.711111111000000164e+02, 2.984519999999999982e+03
7.000000000000000000e+01, 1.220940000000000055e+03
1.978333333000000209e+02, 3.450609000000000378e+03
1.111666667000000075e+02, 1.938969000000000051e+03
1.501666666999999791e+02, 2.619207000000000335e+03
7.000000000000000000e+01, 1.220940000000000055e+03
9.022222222000000613e+01, 1.573655999999999949e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.292222222000000045e+02, 2.253893999999999778e+03
1.068333332999999925e+02, 1.863387000000000171e+03
1.646111111000000164e+02, 2.871146999999999935e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.205555555999999910e+02, 2.102730000000000018e+03
9.744444443999999805e+01, 1.699625999999999976e+03
1.805000000000000000e+02, 3.148280999999999949e+03
1.906111111000000164e+02, 3.324639000000000124e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.711111111000000164e+02, 2.984519999999999982e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.335555555999999910e+02, 2.329476000000000113e+03
1.768888888999999836e+02, 3.085295999999999822e+03
1.111666667000000075e+02, 1.938969000000000051e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.711111111000000164e+02, 2.984519999999999982e+03
7.433333333000000209e+01, 1.296521999999999935e+03
1.292222222000000045e+02, 2.253893999999999778e+03
1.162222222000000045e+02, 2.027147999999999911e+03
7.722222222000000613e+01, 1.346910000000000082e+03
9.744444443999999805e+01, 1.699625999999999976e+03
9.022222222000000613e+01, 1.573655999999999949e+03
1.841111111000000164e+02, 3.211265999999999622e+03
1.768888888999999836e+02, 3.085295999999999822e+03
1.335555555999999910e+02, 2.329476000000000113e+03
1.501666666999999791e+02, 2.619207000000000335e+03
7.433333333000000209e+01, 1.296521999999999935e+03
9.383333333000000209e+01, 1.636641000000000076e+03
1.711111111000000164e+02, 2.984519999999999982e+03
1.646111111000000164e+02, 2.871146999999999935e+03
1.025000000000000000e+02, 1.787805000000000064e+03
1.841111111000000164e+02, 3.211265999999999622e+03
7.722222222000000613e+01, 1.346910000000000082e+03
7.433333333000000209e+01, 1.296521999999999935e+03
1.646111111000000164e+02, 2.871146999999999935e+03
9.744444443999999805e+01, 1.699625999999999976e+03
1.646111111000000164e+02, 2.871146999999999935e+03
1.234444444000000090e+02, 2.153117999999999938e+03
1.805000000000000000e+02, 3.148280999999999949e+03
7.722222222000000613e+01, 1.346910000000000082e+03
1.501666666999999791e+02, 2.619207000000000335e+03
8.227777777999999387e+01, 1.435088999999999942e+03
1.335555555999999910e+02, 2.329476000000000113e+03
1.501666666999999791e+02, 2.619206998999999996e+03
1.378888888999999836e+02, 2.405057999999999993e+03
1.581111111000000164e+02, 2.757774000000000342e+03
1.581111111000000164e+02, 2.757774000000000342e+03
1.646111111000000164e+02, 2.871146999999999935e+03
7.000000000000000000e+01, 1.220940000000000055e+03
9.022222222000000613e+01, 1.573655999999999949e+03
1.581111111000000164e+02, 2.757774000000000342e+03
1.501666666999999791e+02, 2.619207000000000335e+03
1.841111111000000164e+02, 3.211265999999999622e+03
1.906111111000000164e+02, 3.324639000000000124e+03
1.162222222000000045e+02, 2.027147999999999911e+03
1.501666666999999791e+02, 2.619207000000000335e+03
1.162222222000000045e+02, 2.027147999999999911e+03
7.433333333000000209e+01, 1.296521999999999935e+03
1.292222222000000045e+02, 2.253893999999999778e+03
9.744444443999999805e+01, 1.699625999999999976e+03
7.000000000000000000e+01, 1.220940000000000055e+03
1.292222222000000045e+02, 2.253893999999999778e+03
1.335555555999999910e+02, 2.329476000000000113e+03
